,text,label,wordCount
224,p1_name shall provide technical support provided customer is current on payment of support fees and all other fees on the order form such support shall be provided in accordance with the material terms and conditions described in p1_name s technical support policy support incorporated at exhibit d,10,47
225,each party represents and warrants that i it has the legal power to enter into and perform under this agreement and ii it shall comply with all laws applicable to its performance hereunder in the case of p1_name or applicable to its use of the p1_pros in the case of customer p1_name warrants i it will provide the professional services in a professional and workmanlike manner consistent with good industry practices and ii that for a period of thirty 30 days after completion the professional services will materially conform to their description on the order form and the professional services documentation or for any additional professional services in a mutually executed statement of work as customer s sole and exclusive remedy and p1_name s entire liability for any breach of the foregoing warranty set out in this section 82 p1_name will re perform the professional services or if p1_name is unable to do so through reasonable and diligent efforts within fourteen 14 days of receiving notification refund the customer the fees paid to p1_name for such deficient professional services warranties specific to each p1_name product shall be as set forth in exhibit b1 or exhibit b2 as applicable except as expressly provided herein neither party makes any warranties of any kind whether implied statutory or otherwise including any warranties of merchantability noninfringement or fitness for a particular purpose p1_name does not warrant that the operation of the p1_pros and results of the professional services will be uninterrupted or errorfree any material failure of a party to comply with the obligations set forth in this section 8 shall be deemed a material breach of this agreement,15,275
226,p1_name shall at its own expense i defend customer from and against any and all allegations threats claims demands suits or proceedings claim s made or brought against customer by an unaffiliated third party alleging that the use of the p1_pros or professional services as contemplated hereunder infringes any uk eu us singaporean japanese australian or brazilian patent or worldwide copyright trademark or tradesecret and ii hold customer harmless from and against any liability damages and costs whether finally awarded or agreed to by p1_name in settlement and including direct an d reasonabl e legal fees incurred by customer whether finally awarded or agreed to by p1_name in settlement collectively losses to the extent based upon such a c laim the obligations in this section 9 indemnity obligations p1_name may at its sole option and expense i procure for customer the right to continue using the p1_pros or professional services under the terms of this agreement ii replace or modify the p1_pros or professional services to be noninfringing without material decrease in functionality or iii if the foregoing options are not reasonably practicable or available to p1_name through reasonable and diligent efforts terminate the license for the infringing p1_pros and refund customer within days the prepaid fees for the remainder of the then current term calculated from the date p1_name notified the customer to discontinue use due to an infringement claim and promptly pay any evidenced losses incurred by customer excluded from p1_name s indemnity o bligations in this section are claims arising out of i the use of the p1_pros other than in accordance with this agreement ii any modification or alteration of the p1_pros by a party other than p1_name iii p1_name s compliance with any materials designs specifications or instructions provided by customer iv any combination of the p1_pros with any product software service or device not furnished by p1_name where such claim would not cover the p1_name product alone v use of any older version of the p1_pros when use of a newer version provided by p1_name would have avoided the infringement or vi customer using the p1_pros after p1_name has notified the customer to discontinue use due to an infringement claim in the event of a potential indemnity o bligation under this agreement the indemnified party shall i promptly notify the indemnifying party in writing of such claim ii allow the indemnifying party to have sole control of its defense and settlement and iii upon request of the indemnifying party cooperate in all reasonable respects at the indemnifying party s cost and expense with the indemnifying party in the investigation trial and defense of such claim and any appeal arising therefrom the indemnification o bligations under this section are expressly conditioned upon the indemnified party s compliance with this section except that failure to notify the indemnifying party of such claim shall not relieve that party of its obligations under this section but such claim shall be reduced to the extent of any damages attributable to such failure the provisions of this section 9 set forth each party s sole and exclusive remedy and obligation with respect to infringement or misappropriation of third party intellectual property rights of any kind,34,535
227,as used herein confidential information means all proprietary information of a party disclosing party disclosed to the other party receiving party whether orally or in writing including through use and delivery of the p1_pros that is maintained as confidential by the disclosing party and is either designated as confidential or reasonably should be understood to be confidential given the nature of the information and the circumstances of disclosure confidential information may include business and marketing plans technology and technical information product designs and business processes p1_name confidential information will include p1_pros documentation and business terms including the terms and conditions of this agreement and the pricing and other terms reflected on the order form customer confidential information will include customer data and customer equipment confidential information shall not include any information that i is or becomes generally known to the public without breach of any obligation owed to disclosing party ii was known to receiving party prior to its disclosure by disclosing party without breach of any obligation owed to disclosing party iii was independently developed by receiving party without breach of any obligation owed to disclosing party or iv is received from a third party without breach of any obligation owed to disclosing party receiving party agrees that it shall not disclose any confidential information of disclosing party for any purpose not in accordance with this agreement except with disclosing party s prior written consent or to comply with applicable laws p1_name will maintain the confidentiality of customer data in accordance with all applicable laws and except as required by applicable law or in accordance with customer s instructions or configurations through its use of the p1_pros shall not disclose customer data to any third party for any purpose other than to provide the p1_pros or professional services to customer each party represents and warrants that it will collect maintain and handle all personal data in compliance with all applicable dp law a receiving party shall promptly notify disclosing party if it becomes aware of any actual or reasonably suspected breach of confidentiality of a disclosing partys confidential information provided the customer s specification of c loud s ervice deployment regions is consistent with the following requirement p1_name agrees not to carry out any processing of the customer data or transfer any such customer data outside of the eea without the consent of the customer the parties agree that although p1_name may provide support from outside the eea p1_name will not request and does not require personal data to provide such support and customer personnel shall not provide personal data in a request for or during the provision of such support if a receiving party is compelled by law to disclose confidential information of a disclosing party it shall provide the disclosing party with prior notice of such compelled disclosure to the extent legally permitted and reasonable assistance at disclosing partys cost if disclosing party wishes to contest the disclosure upon any termination of this agreement the receiving party shall continue to maintain the confidentiality of the disclosing partys confidential information for a period of three 3 years after termination and upon request shall return to the disclosing party or destroy all materials containing such confidential information in addition to the provisions of this section 10 the parties shall comply with the further provisions of the data security standards exhibit and general security standards for p1_pro cloud services as set out in schedule e to the extent of any conflict between the provisions of these general terms and those contained in schedule e then the relevant provision of the general terms shall prevail and take precedence,19,607
228,except for i the parties indemnification obligations ii for customer s failure to pay any fees due under this agreement iii either party s breach of se ction 10 confidentiality and data protection iv in relation to death or personal injury arising from negligence or v fraudulent misrepresentation in no event shall either partys aggregate liability arising out of this agreement whether in contract tort or under any other theory of liability exceed the subscription fees paid or payable to p1_name in respect of a contract year as calculated on a pro rata basis over the term of the agreement the foregoing notwithstanding in no event shall either party s maximum aggregate liability arising out of a the parties indemnification obligations or b either party s breach of section 10 confidentiality and data protection exceed seven times the subscription fees paid or payable to p1_n ame in respect of a contract year as calculated on a pro rata basis over the term of the agreement in no event shall either party have any liability to the other for any lost profits or for any indirect special incidental punitive or consequential damages however caused and whether in contract tort or under any other theory of liability whether or not the party has been advised of the possibility of such damages,57,219
229,this agreement commences on the effective date and continues until all licenses granted in accordance with this agreement and the applicable exhibit s have expired or have been terminated the initial term applicable to each exhibit commences upon customer s execution of such exhibit and unless mutually agreed in writing by the parties shall expire at the end of the then current term a party may terminate this agreement for cause i upon 30 days written notice to the other party of a material breach of this agreement if such breach remains uncured at the expiration of such period ii immediately upon written notice if the other party becomes the subject of a bankruptcy insolvency receivership liquidation assignment for the benefit of creditors or similar proceeding iii if a force majeure event as defined at section 136 continues for a period of more than thirty 30 calendar days and iv as otherwise provided herein the customer s sole and exclusive right on termination under 122 iii will be to receive a pro rata refund of any unused fees prepaid to p1_name in respect of the affected p1_pros for the period from the commencement of the force majeure event to the end of the then current term the option the parties agree and affirm that notwithstanding the existence andor exercise of the option the occurrence of a force majeure event shall not be considered or construed to be the fault of either party and shall give rise to no liability under the agreement the customer shall be entitled to and receive no further right or remedy other than the option on the occurrence of a force majeure event either party may terminate the general terms immediately by written notice if no exhibit is in effect upon any termination p1_name will be entitled to payment for i p1_pros and support licensed and rendered and expenses incurred through the effective date of termination and ii work in progress subject to any bona fide dispute as to the delivery of such work in progress or the amount invoiced in respect of it in the event the customer acting reasonably terminates this agreement for cause pursuant to section 122 p1_name shall fully refund the customer all prepaid unused fees in respect of the affected terminated p1_pros and support except to the extent such fees are refunded to the customer under another provision of the agreement the parties rights and obligations under sections 5 6 84 9 104 11 124 and 13 shall survive termination of this agreement,11,422
230,each party may include the others name in its customer or vendor lists with the other parties prior written permission,38,20
231,neither party may assign any of its rights or obligations hereunder whether by operation of law or otherwise without the prior written consent of the other not to be unreasonably withheld notwithstanding the foregoing either party may assign this agreement in its entirety without consent of the other party to its successor in interest in connection with a merger reorganization or sale of all or substantially all assets or equity not involving a direct competitor of the other party notwithstanding the foregoing customer may immediately terminate the agreement without any refund or other right or remedy against p1_name if an p1_name assignee is i a competitor of partner or any of its affiliates in customer s reasonable opinion or ii is a party to which customer or any of its affiliates has been in adverse litigation andor material dispute with any attempted assignment in breach of this section shall be void this agreement shall bind and inure to the benefit of the parties their respective successors and permitted assigns,7,169
232,each party agrees to comply fully with all applicable laws and regulations relating to its use support or delivery of the p1_pros including professional services and support including without limitation those related to the united states department of commerce and with the united states export administration act as amended from time to time and with all applicable laws and regulations of other jurisdictions with respect to the importation and use of the p1_ pros,42,74
233,this agreement may be executed in counterparts each of which shall be deemed an original and all of which when taken together shall constitute one and the same instrument facsimile and electronic copies of signatures shall have the same effect as originals if a party elects to sign this agreement electronically it expressly acknowledges and agrees that such electronic signature is the legal equivalent of and has the same force and effect as a manual signature,39,76
234,as between the parties customer is responsible for i all activities conducted under a system user login ii obtaining and maintaining any customer equipment and any ancillary services needed to connect to access or otherwise use the p1_pros iii ensuring that the customer equipment and any ancillary services are compatible with the p1_pros and comply with all requirements set forth in the documentation iv obtaining and maintaining any required consents and send any required notices each as necessary to permit the processing of customer data under this agreement and v its users customer data and use of the p1_pros and making sure its users customer data and use of the p1_pros comply with the aup customer will use the p1_pros in accordance with this agreement in compliance with applicable law and shall not a resell sublicense lease timeshare or otherwise make the p1_pros available to any third party b send or store infringing or unlawful material using the p1_pros c attempt to gain unauthorized access to or disrupt the integrity or performance of the p1_pros or the data contained therein d allow sharing of a system user account by more than one individual e modify copy or create derivative works based on the p1_pros f reverse engineer the p1_pros except as permitted by applicable law g propagate any virus worms trojan horses or other programming routine intended to damage any system or data h access the p1_pros for the purpose of building a competitive product or service or copying its features or user interface and i use the p1_pros or permit it to be used for purposes of product evaluation benchmarking or other comparative analysis intended for publication without p1_name s prior written consent in the event customer has a nonproduction license to the p1_pros customer shall only use such p1_pros for nonproduction purposes j process or store any customer data that is subject to the international traffic in arms regulations maintained by the department of state or k use the p1_pros for high risk activities unless otherwise specified in writing by p1_name p1_name does not intend uses of the cloud services to create obligations under hipaa and makes no representations that the cloud services satisfy hipaa requirements if customer is or becomes a covered entity or business associate as defined in hipaa customer will not use the cloud services for any purpose or in any manner involving protected health information as defined in hipaa unless customer has received prior written consent to such use from p1_name suspension of cloud services,31,421
235,invoicing the fees for the p1_pros support professional services and training services are as stated in an order form and are effective during the initial term unless otherwise stated in the order form fees for the initial term are due and payable upon the initial invoice date any additional fees that are subject to calculation in arrears will be invoiced at the end of the month that they were accrued for eg api call overages fees for any extension terms are due in accordance with the above except that they are due on the effective date of the renewal period p1_name shall submit invoices to the customer electronically via email to the address provided on the order form or the customer s purchase order p1_name has no obligation to provide multiple invoices payment all fees are due 30 days from the invoice date customer s obligation to pay all fees is noncancellable and except as expressly provided in this agreement upon payment all payments made by customer are nonrefundable all payments are due in the currency stated on the invoice payments made by wire transfer must include the instructions specified on the invoice taxes customer is responsible for paying any taxes and will pay the fees to p1_name without any reduction for taxes if p1_name is obliged to collect or remit taxes imposed on customer the appropriate amount will be invoiced to and paid by customer unless customer provides p1_name with a timely and valid tax exemption certificate andor other documentation as required for the exemption authori z ed by the appropriate taxing authority customer acknowledges that in some jurisdictions sales tax is due on the total purchase price at the time of sale and must be invoiced and collected by p1_name at the time of the sale invoice disputes d isputes over amounts invoiced must be submitted before to the payment due date if the parties determine that certain billing inaccuracies are attributable to p1_name p1_name will not issue a corrected invoice but will instead issue a credit memo specifying the incorrect amount in the affected invoice if the disputed invoice has not yet been paid p1_name will apply the credit memo amount to the disputed invoice and customer will be responsible for paying the resulting net balance due on that invoice overdue payments p1_name may charge interest at the rate of 2 percent per year above the base rate of barclays bank plc from time to time from the payment due date until paid in full whether before or after judgment customer will be responsible for all reasonable expenses including legal fees incurred by p1_name in collecting such overdue amounts provided that such overdue amounts are attributable to customer if customer is overdue on payments access to p1_pros and all of the services may be suspended or terminated for breach under clause 142 termination for breach travel expenses customer shall reimburse p1_name for travel and related expenses for a as specifically stated in the applicable order form or b for all actual reasonable necessary and preapproved travel and related expenses incurred by p1_name in performance of professional services or training services customer shall be responsible for its own travel and outofpocket expenses associated with attending any training services at a p1_name facility travel and related expenses shall not appl y to the initial order of p1_name prepaid services units provided i the asus are consumed within the united kingdom and ii provided there is no requirement to import specialized resources into the united kingdom from outside the united kingdom purchase orders,46,593
236,grant of rights subject to the terms of the agreement p1_name grants customer and its affiliates for whom customer enables access to the p1_pros a nonexclusive nontransferable except to a successor in interest as permitted hereunder right to use the p1_pros listed on the applicable order form during the term customer s right to use the p1_pros is limited to the volume and other restrictions contained herein and in the order form and the documentation free software license notwithstanding clause 51 above customer acknowledges that the software includes some components that are licensed to customer and its affiliates under free software or open source licenses which among other rights permit the user to copy modify and redistribute certain programs or portions thereof andor have access to the source code for such components free software licenses p1_name shall provide a list of open source components for a particular version of the software upon customer s request to the extent stated in any applicable free software license the terms of such licenses will apply in lieu of the terms of section 51 of this agreement to the extent the terms of any free software license prohibit any of the restrictions in this agreement with respect to such components such restrictions will not apply to such components modifications p1_name may make changes to the p1_pros subject to the deprecation policy which may include adding updating or discontinuing any p1_pros or portion or feature s of the p1_pros other p1_name services third party services the cloud services allow you to connect to other p1_name services or to non p1_name third party services your use of other p1_name services or third party services is not governed by this agreement your use of other p1_name services is governed by the p1_name cloud platform terms of service located at p1_hyp7 your use of third party services is governed by separate terms and conditions between you and the third parties associated with the services you must not use the cloud services to access p1_name services or third party services in a manner that violates the terms and conditions of such p1_name services or third party services you are solely responsible for ensuring that you have the necessary rights to connect to and use any third party services p1_name does not operate support endorse monitor control or assume any responsibility or liability whatsoever for third party services p1_name is not responsible for the security practices or privacy policies of third party services,51,413
237,customer may procure professional services and standard training courses that are described in the applicable documentation specification sheet found at p1_hyp the p1_pro2 p1_pro3 p1_pro4 and standard training are bought as prepaid package and are not offered on a time and materials basis,53,43
238,p1_name shall provide technical support provided customer is current on payment of support fees and all other fees on the order form such support shall be provided in accordance with the material terms and conditions described in p1_name s technical support policy a copy of which may be found at p1_hyp support,10,52
239,as between customer and p1_name customer shall retain all ownership rights in the customer data as defined in clause 1 and customer confidential information including that customer data and customer confidential information which is included in any professional services materials andor training materials except as otherwise expressly identified in a mutually executed statement of work as between customer and p1_name p1_name shall have and retain all ownership rights in the p1_pros training materials and all work developed or created by p1_name during the course of providing professional services or training services to customer if any p1_name hereby grants customer a royaltyfree fully paidup nonexclusive license to use all work developed or created by p1_name that is provided to customer as a result of providing professional services andor training services including any such professional service materials andor training materials to customer on the same terms and conditions as the p1_pros in addition to the foregoing in the event p1_name assists customer in defining policies for its apis policy definitions and then configures the p1_pros with the policy definitions p1_name hereby grants customer a royaltyfree fully paidup nonexclusive perpetual irrevocable worldwide transferable to the extent set forth in clause 157 license to use copy and distribute the policy definitions solely for its internal business purposes if customer provides feedback about the p1_pros to p1_name then p1_name may use that feedback without obligation to customer and customer assigns to p1_name any intellectual property rights in that feedback no license right or interest in any p1_name or customer trademark trade name or service mark is granted hereunder,45,263
240,obligations subject to clause 92 disclosure of confidential information the recipient will not disclose the discloser s confidential information except to employees affiliates agents or professional advisors of the recipient or its affiliates delegates who need to know it and who have a legal obligation to keep it confidential the recipient will use the confidential information only to exercise rights and fulfill obligations under this agreement while using reasonable care to keep it confidential the recipient will ensure that its delegates are also subject to the same nondisclosure and use obligations disclosure of confidential information a general subject to clause 92 b notification and notwithstanding any provision to the contrary in this agreement the recipient may disclose the discloser s confidential information i in accordance with a legal process or regulation or ii with the discloser s written consentb notification before the recipient discloses the discloser s confidential information in accordance with a legal process or regulation the recipient will use commercially reasonable endeavours to promptly notify the discloser p1_name will give such notice using the notification email address the recipient does not need to provide notice before disclosure if the recipient is informed that i it is legally or under regulation prohibited from giving notice or ii the legal process relates to exceptional circumstances involving danger of death or serious physical injury to any personopposition the recipient will comply with the disclosers reasonable requests opposing disclosure of its confidential information,19,241
241,the data processing and security terms are incorporated by this reference into this agreement p1_name may only change the data processing and security terms where such change is required to comply with applicable law applicable regulation court order or guidance issued by a governmental regulator or agency where such change is expressly permitted by the data processing and security terms or where such change a is commercially reasonable b does not result in a degradation of the overall security of the cloud services c does not expand the scope of or remove any restrictions on p1_name s processing of customer personal data as described in clause 52 scope of processing of the data processing and security terms andd does not otherwise have a material adverse impact on customer s rights under the data processing and security termsif p1_name makes a material change to the data processing and security terms in accordance with this clause p1_name will post the modification to the url containing those terms notwithstanding anything to the contrary in this agreement a change to the data processing and security terms under this clause will not require a written document signed by customer and p1_name,18,196
242,mutual warranties each party represents and warrants that i it has the legal power to enter into and perform under this agreement ii its signatory to this agreement is 18 years of age or older and iii it shall comply with all laws and regulations applicable to its provision receipt or use of the p1_pros as applicable professional services warranty p1_name warrants i it will provide the professional services in a professional and workmanlike manner consistent with good industry practices and ii that for a period of thirty 30 days after completion the professional services will materially conform to their description on the order form and the professional services documentation or for any additional professional services in a mutually executed statement of work as customer s sole and exclusive remedy and p1_name s entire liability for any breach of the foregoing warranty p1_name will reperform the professional services or if p1_name is unable to do so refund the fees paid to p1_name for such deficient professional services cloud services warranty p1_name warrants that the cloud services will substantially conform in all material respects in accordance with the cloud services documentation customer will provide prompt written notice of any non conformity as customer s sole and exclusive remedy and p1_name s entire liability for any breach of the foregoing warranty p1_name will fix provide a work around or otherwise repair or replace the nonconforming portion of the cloud services or if p1_name is unable to do so terminate the applicable order form for the cloud services and return the cloud services fees paid to p1_name for the period beginning with customer s notice of nonconformity through the remainder of the initial term or thencurrent extension term as applicable in addition p1_name warrants that the cloud services will meet the requirements set forth in the cloud service level agreement sla as described on p1_name s website at p1_hyp for the applicable specification sheet of cloud services purchased by customer in the event of a breach of the foregoing warranty as customer s sole and exclusive remedy p1_name will provide the remedy set forth in the sla warranty for software deployed onpremises p1_name warrants to customer that for a period of three 3 months from delivery the software will substantially conform in all material respects to the software documentation software warranty the software warranty does not apply to a software that has been modified by any party other than p1_name or b software that has been improperly installed or used in a manner other than as authorized under the agreement to the extent such modification s or improper installation causes the software to be nonconforming as customer s sole and exclusive remedy and p1_name s entire liability for any breach of the foregoing warranty p1_name will repair or replace any nonconforming software so that it operates as warranted or if p1_name is unable to do so terminate the license for such software and return the license fees paid to p1_name for the nonconforming software any claim submitted under subsection must be submitted in writing to p1_name within the specified warranty period disclaimer no conditions warranties or other terms apply to the provision of the services unless expressly stated in this agreement subject to clause 131 no implied conditions warranties or other terms apply including any implied terms as to satisfactory quality fitness for purpose or conformance with description p1_name is not responsible or liable for the deletion of or failure to store any content and other communications maintained or transmitted through use of the services customer is solely responsible for securing and backing up its applications and customer data p1_name does not warrant that the operation of the software or the services will be errorfree or uninterrupted neither the software nor the services are designed manufactured or intended for high risk activities,15,639
243,by customer subject to clause 124 conditions customer will indemnify p1_name and its affiliates against indemnified liabilities in any thirdparty legal proceeding to the extent arising from i any customer data or ii customer s or its users use of the cloud services in violation of the aup by p1_name subject to clause 124 conditions p1_name will indemnify customer and its affiliates against indemnified liabilities in any thirdparty legal proceeding to the extent arising from an allegation that customer s use in accordance with this agreement of p1_name s technology used to provide the p1_pros excluding any open source software infringes the third party s intellectual property rights exclusions this clause 12 will not apply to the extent the underlying allegation arises from,34,123
244,term this agreement commences on the effective date and continues until the stated term in all order forms has expired or has otherwise been terminated the initial term applicable to each order form commences upon execution of such order form and unless mutually agreed in writing by the parties shall expire at the end of the then current term termination for breach a party may terminate this agreement for cause i upon 30 days written notice to the other party of a material breach of this agreement if such breach remains uncured at the expiration of such period ii immediately upon written notice if the other party enters into an arrangement or composition with or for the benefit of its creditors goes into administration receivership or administrative receivership or is dissolved or otherwise becomes the subject of a bankruptcy insolvency receivership liquidation assignment for the benefit of creditors or similar proceeding iii the other party is in material breach of this agreement more than twice notwithstanding any cure of such breaches and iv as otherwise provided herein expired order form either party may terminate this agreement immediately by written notice if no order form is in effect effect of termination on the expiry or termination of this agreement then a the rights granted by one party to the other will immediately cease b all fees owed by customer to p1_name are immediately due upon receipt of the final invoice c customer will delete the software if deployed on premises within thirty 30 days of such termination and d upon request each party will use reasonable endeavours to return or destroy all confidential information of the other party survival the parties rights and obligations under clauses 4 8 9 115 12 13 144 and 15 shall survive termination of this agreement,47,300
245,the parties are independent contractors and no partnership franchise joint venture agency fiduciary or employment relationship between the parties is created hereby this agreement does not confer any benefits on any third party unless it expressly states that it does,52,40
246,neither party may assign any part of this agreement without the written consent of the other except to an affiliate where a the assignee has agreed in writing to be bound by the terms of this agreement b the assigning party remains liable for obligations under the agreement if the assignee defaults on them and c the assigning party has notified the other party of the assignment any other attempt to assign is void,7,74
247,subcontracting either party may subcontract any of its obligations under this agreement but will remain liable for all subcontracted obligations and its subcontractors acts or omissions,13,26
248,each party agrees to comply fully with export controls and sanctions administered by the united states departments of commerce and treasury as amended from time to time,35,27
249,if there is a conflict among the documents that make up this agreement the documents will control in the following order the order form the agreement and the terms at any url,6,32
250,the parties may execute this agreement in counterparts including facsimile pdf and other electronic copies which taken together will constitute one instrument in lieu of parties executing future order forms or sows customer may issue a purchase order number and it shall constitute customer s electronic signature and consent to any purchase order and p1_name s invoice number shall constitute p1_name s electronic signature and consent to provide the p1_pros andor services each party agrees that customer s purchase order number or p1_name s invoice number as issued by the respective party shall be sufficient to verify that such party originated the document,39,103
251,governing law this agreement is governed by english law and the parties submit to the exclusive jurisdiction of the english courts in relation to any dispute contractual or noncontractual concerning this agreement but either party may apply to any court for an injunction or other relief to protect its intellectual property rights,26,52
252,subject to the terms of the agreement p1_name grants customer and its affiliates a nonexclusive nontransferable except to a successor in interest as permitted hereunder worldwide license to use the listed on the order form during the term customer s right to use the is limited to the volume and other restrictions contained herein and in the order form and the documentation,51,62
253,as between the parties customer is responsible for i all activities conducted under a system user logins ii obtaining and maintaining any customer equipment and any ancillary services needed to connect to access or otherwise use the p1_pros and iii ensuring that the customer equipment and any ancillary services are compatible with the p1_pros and comply with all requirements set forth in the documentation customer represents and warrants that customer will use the p1_pros in accordance with the license in section 2 in compliance with applicable law and shall not a resell sublicense lease timeshare or otherwise make the p1_pros available to any third party b send or store infringing or unlawful material using the p1_pros c attempt to gain unauthorized access to or disrupt the integrity or performance of the p1_pros or the data contained therein d allow sharing of a system user account by more than one individual e modify copy or create derivative works based on the p1_pros f reverse engineer the p1_pros g propagate any virus worms trojan horses or other programming routine intended to damage any system or data h access the p1_pros for the purpose of building a competitive product or service or copying its features or user interface i use the p1_pros or permit it to be used for purposes of product evaluation benchmarking or other comparative analysis intended for publication without p1_name s prior written consent or i permit access to the p1_name by a direct competitor of p1_name in the event customer has a nonproduction license to the p1_pros customer shall only use such p1_pros for nonproduction purposes any failure of customer to comply with the obligations set forth in this section 3 shall be deemed a material breach of this agreement,31,291
254,p1_name provides professional services as described in this section 4 professional services will be as identified on an order form p1_name s professional services p1_pro2 p1_pro3 p1_pro4 and standard training courses are also described in the applicable documentation the following professional services are bought as prepaid package and are not offered on a time and materials basis p1_pro2 is a series of activities and facilitated sessions with p1_name to build the foundation for customer s api s and may include the following segments accelerator planning scoping architecture and design operations and support and delivery infrastructure p1_pro3 purchased in bulk amounts are generally used for installation of the p1_pros in customer s facilities as well as configuration and testing addressing developer portal security security integration branding site integration taxonomy key management architectural services addressing testing addressing api security eg oauth transformation traffic management logging apidn pci and other configuration activities including but not limited to and analytics services metrics definition configuration development and testing addressing custom reports p1_pro4 purchased in bulk amounts are provided by p1_name s strategy team and are generally used for executive strategy workshops and governance andor ecosystem strategies as well as other strategic initiatives p1_name also offers standard training courses which are provided as described in the documentation p1_name may in limited circumstances agree to provide professional services andor training services other than those listed above in a mutually executed statement of work an sow generated by p1_name that specifically incorporates this agreement by reference section 51 defines the intellectual property rights related to professional services and section 82 includes the warranty obligations for such professional services,53,270
255,the fees for the p1_pros support professional services and training services are as stated in an order form and are effective during the initial term unless otherwise stated in the order form fees for the initial term are due and payable upon the initial invoice date any additional fees that are subject to calculation in arrears will be invoiced at the end of the month that they were accrued for eg api call overages fees for any extension terms are due in accordance with the above except that they are due on the effective date of the renewal period all fees will be paid in accordance with the following instructions set forth in the order form upon execution of this agreement payment obligations are non cancelable and except as expressly provided in this agreement upon payment all payments made by customer are nonrefundable all fees due hereunder shall be due and payable within sixty days of receipt of invoice except any fees that customer disputes in good faith within such 3day period with reasonable information supporting such dispute any payment not received from customer by the due date may accrue late charges at the rate of per annum above the base rate of barclays bank plc of the outstanding balance except for amounts then under reasonable and good faith dispute or the maximum rate permitted by law whichever is lower from the date such payment was due until the date paid failure to make payments in accordance with this section may result in suspension of customers ability to access the p1_pros until payment is made provided p1_name shall provide 15 days advance written notice with an opportunity to remedy such default customer hereby consents to receiving invoices from and agrees to pay fees to p1_name should p1_name provide notice in writing that it desires customer to make any payments due under this agreement to p1_name p1_name s fees do not include any taxes customer is responsible for paying all taxes including but not limited to sales use gst and vat taxes associated with its purchases hereunder excluding taxes based on p1_name s net income or property unless expressly stated to the contrary all prices are quoted exclusive of taxes which are payable by the customer in addition if p1_name includes on the invoice such taxes for which customer is responsible the tax amount invoiced shall be paid by customer unless customer provides a valid tax exemption certificate authorized by the appropriate taxing authority upon execution of this agreement taxes not included on an p1_name invoice shall be the responsibility of the customer to remit to the appropriate tax authorities as necessary customer shall reimburse p1_name preapproved travel and related expenses incurred by p1_name in performance of the professional services or training services customer shall be responsible for its own travel and outof pocket expenses associated with attending any training services at an p1_name facility,46,484
